league,season,team,player,nation,pos,age,born,standard_playing_time_mp,standard_playing_time_starts,standard_playing_time_min,standard_playing_time_90s,standard_performance_gls,standard_performance_ast,standard_performance_g_a,standard_performance_g_pk,standard_performance_pk,standard_performance_pkatt,standard_performance_crdy,standard_performance_crdr,standard_per_90_minutes_gls,standard_per_90_minutes_ast,standard_per_90_minutes_g_a,standard_per_90_minutes_g_pk,standard_per_90_minutes_g_a_pk,fbref_season_label,fbref_stat_type
ENG-Premier League,2021,Chelsea,Emerson Palmieri,ITA,"DF,MF",26,1994,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Chelsea,Hakim Ziyech,MAR,"MF,FW",28,1993,23,14,1319,14.7,4,3,7,4,0,0,3,0,0.27,0.2,0.48,0.27,0.48,2021-2022,standard
ENG-Premier League,2021,Chelsea,Jorginho,ITA,MF,29,1991,29,26,2273,25.3,6,2,8,0,6,7,5,0,0.24,0.08,0.32,0.0,0.08,2021-2022,standard
ENG-Premier League,2021,Chelsea,Kai Havertz,GER,"FW,MF",22,1999,29,22,1809,20.1,8,3,11,8,0,0,3,0,0.4,0.15,0.55,0.4,0.55,2021-2022,standard
ENG-Premier League,2021,Chelsea,Kenedy,BRA,MF,25,1996,1,1,58,0.6,0,1,1,0,0,0,0,0,0.0,1.55,1.55,0.0,1.55,2021-2022,standard
ENG-Premier League,2021,Chelsea,Kepa Arrizabalaga,ESP,GK,26,1994,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Chelsea,Malang Sarr,FRA,DF,22,1999,8,6,546,6.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Chelsea,Marcos Alonso,ESP,MF,30,1990,28,25,2167,24.1,4,4,8,4,0,0,8,0,0.17,0.17,0.33,0.17,0.33,2021-2022,standard
ENG-Premier League,2021,Chelsea,Mason Mount,ENG,MF,22,1999,32,27,2363,26.3,11,10,21,10,1,1,4,0,0.42,0.38,0.8,0.38,0.76,2021-2022,standard
ENG-Premier League,2021,Chelsea,Mateo Kovačić,CRO,MF,27,1994,25,16,1558,17.3,2,5,7,2,0,0,4,0,0.12,0.29,0.4,0.12,0.4,2021-2022,standard
ENG-Premier League,2021,Chelsea,N'Golo Kanté,FRA,MF,30,1991,26,21,1773,19.7,2,4,6,2,0,0,2,0,0.1,0.2,0.3,0.1,0.3,2021-2022,standard
ENG-Premier League,2021,Chelsea,Reece James,ENG,MF,21,1999,26,22,1864,20.7,5,9,14,5,0,0,4,1,0.24,0.43,0.68,0.24,0.68,2021-2022,standard
ENG-Premier League,2021,Chelsea,Romelu Lukaku,BEL,FW,28,1993,26,16,1589,17.7,8,0,8,7,1,1,1,0,0.45,0.0,0.45,0.4,0.4,2021-2022,standard
ENG-Premier League,2021,Chelsea,Ross Barkley,ENG,MF,27,1993,6,1,179,2.0,1,0,1,1,0,0,0,0,0.5,0.0,0.5,0.5,0.5,2021-2022,standard
ENG-Premier League,2021,Chelsea,Ruben Loftus-Cheek,ENG,MF,25,1996,24,13,1394,15.5,0,2,2,0,0,0,1,0,0.0,0.13,0.13,0.0,0.13,2021-2022,standard
ENG-Premier League,2021,Chelsea,Saúl Ñíguez,ESP,MF,26,1994,10,5,480,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Chelsea,Thiago Silva,BRA,DF,36,1984,32,28,2650,29.4,3,0,3,3,0,0,2,0,0.1,0.0,0.1,0.1,0.1,2021-2022,standard
ENG-Premier League,2021,Chelsea,Timo Werner,GER,"FW,MF",25,1996,21,15,1283,14.3,4,1,5,4,0,0,1,0,0.28,0.07,0.35,0.28,0.35,2021-2022,standard
ENG-Premier League,2021,Chelsea,Trevoh Chalobah,ENG,DF,22,1999,20,17,1449,16.1,3,1,4,3,0,0,2,0,0.19,0.06,0.25,0.19,0.25,2021-2022,standard
ENG-Premier League,2021,Chelsea,Édouard Mendy,SEN,GK,29,1992,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Cheikhou Kouyaté,SEN,MF,31,1989,27,23,1974,21.9,0,1,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Christian Benteke,BEL,FW,30,1990,25,11,1145,12.7,4,1,5,4,0,0,3,0,0.31,0.08,0.39,0.31,0.39,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Conor Gallagher,ENG,MF,21,2000,34,33,2845,31.6,8,3,11,8,0,0,10,0,0.25,0.09,0.35,0.25,0.35,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Eberechi Eze,ENG,"MF,FW",23,1998,13,6,605,6.7,1,1,2,1,0,0,1,0,0.15,0.15,0.3,0.15,0.3,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Jack Butland,ENG,GK,28,1993,9,8,765,8.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,James McArthur,SCO,MF,33,1987,21,15,1439,16.0,0,3,3,0,0,0,4,0,0.0,0.19,0.19,0.0,0.19,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,James Tomkins,ENG,DF,32,1989,8,6,547,6.1,1,0,1,1,0,0,2,0,0.16,0.0,0.16,0.16,0.16,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Jaïro Riedewald,NED,MF,24,1996,3,1,118,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Jean-Philippe Mateta,FRA,FW,24,1997,22,13,1145,12.7,5,1,6,5,0,0,2,0,0.39,0.08,0.47,0.39,0.47,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Jeffrey Schlupp,GHA,"MF,FW",28,1992,32,20,1851,20.6,4,1,5,4,0,0,1,0,0.19,0.05,0.24,0.19,0.24,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Jesurun Rak Sakyi,GHA,MF,18,2002,2,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Joachim Andersen,DEN,DF,25,1996,34,32,2916,32.4,0,3,3,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Joel Ward,ENG,DF,31,1989,28,27,2487,27.6,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Jordan Ayew,GHA,"FW,MF",29,1991,31,23,2019,22.4,3,3,6,3,0,0,2,0,0.13,0.13,0.27,0.13,0.27,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Luka Milivojević,SRB,MF,30,1991,15,9,774,8.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Marc Guéhi,ENG,DF,21,2000,36,36,3222,35.8,2,1,3,2,0,0,4,0,0.06,0.03,0.08,0.06,0.08,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Michael Olise,FRA,"FW,MF",19,2001,26,12,1141,12.7,2,5,7,2,0,0,4,0,0.16,0.39,0.55,0.16,0.55,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Nathan Ferguson,ENG,DF,20,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Nathaniel Clyne,ENG,DF,30,1991,16,15,1351,15.0,0,1,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Odsonne Édouard,FRA,"FW,MF",23,1998,28,18,1564,17.4,6,3,9,5,1,1,4,0,0.35,0.17,0.52,0.29,0.46,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Tyrick Mitchell,ENG,DF,21,1999,36,35,3101,34.5,0,2,2,0,0,0,1,0,0.0,0.06,0.06,0.0,0.06,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Vicente Guaita,ESP,GK,34,1987,30,30,2655,29.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Wilfried Zaha,CIV,"FW,MF",28,1992,33,31,2760,30.7,14,1,15,9,5,7,6,1,0.46,0.03,0.49,0.29,0.33,2021-2022,standard
ENG-Premier League,2021,Crystal Palace,Will Hughes,ENG,MF,26,1995,16,13,1053,11.7,0,1,1,0,0,0,6,0,0.0,0.09,0.09,0.0,0.09,2021-2022,standard
ENG-Premier League,2021,Everton,Abdoulaye Doucouré,MLI,MF,28,1993,30,29,2537,28.2,2,4,6,2,0,0,6,0,0.07,0.14,0.21,0.07,0.21,2021-2022,standard
ENG-Premier League,2021,Everton,Alex Iwobi,NGA,"MF,DF",25,1996,28,22,2035,22.6,2,2,4,2,0,0,1,0,0.09,0.09,0.18,0.09,0.18,2021-2022,standard
ENG-Premier League,2021,Everton,Allan,BRA,MF,30,1991,28,25,2183,24.3,0,2,2,0,0,0,7,1,0.0,0.08,0.08,0.0,0.08,2021-2022,standard
ENG-Premier League,2021,Everton,Andros Townsend,ENG,MF,30,1991,21,17,1455,16.2,3,2,5,2,1,1,3,0,0.19,0.12,0.31,0.12,0.25,2021-2022,standard
ENG-Premier League,2021,Everton,André Gomes,POR,MF,28,1993,14,7,619,6.9,0,1,1,0,0,0,3,0,0.0,0.15,0.15,0.0,0.15,2021-2022,standard
ENG-Premier League,2021,Everton,Anthony Gordon,ENG,"MF,FW",20,2001,35,25,2285,25.4,4,2,6,4,0,0,4,0,0.16,0.08,0.24,0.16,0.24,2021-2022,standard
ENG-Premier League,2021,Everton,Anwar El Ghazi,NED,"FW,MF",26,1995,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Everton,Asmir Begović,BIH,GK,34,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Everton,Ben Godfrey,ENG,DF,23,1998,23,23,2029,22.5,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Everton,Cenk Tosun,TUR,"FW,MF",30,1991,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Everton,Dele Alli,ENG,MF,25,1996,11,1,338,3.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Everton,Demarai Gray,JAM,"MF,FW",25,1996,34,28,2338,26.0,5,4,9,5,0,0,3,0,0.19,0.15,0.35,0.19,0.35,2021-2022,standard
ENG-Premier League,2021,Everton,Dominic Calvert-Lewin,ENG,FW,24,1997,17,15,1283,14.3,5,2,7,3,2,3,2,0,0.35,0.14,0.49,0.21,0.35,2021-2022,standard
ENG-Premier League,2021,Everton,Donny van de Beek,NED,MF,24,1997,7,5,483,5.4,1,0,1,1,0,0,1,0,0.19,0.0,0.19,0.19,0.19,2021-2022,standard
ENG-Premier League,2021,Everton,Ellis Simms,ENG,FW,20,2001,1,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Everton,Fabian Delph,ENG,MF,31,1989,11,8,662,7.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Everton,Isaac Price,NIR,MF,17,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Everton,Jarrad Branthwaite,ENG,DF,19,2002,6,4,388,4.3,1,0,1,1,0,0,0,1,0.23,0.0,0.23,0.23,0.23,2021-2022,standard
ENG-Premier League,2021,Everton,Jean-Philippe Gbamin,CIV,MF,25,1995,3,1,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Everton,Jonjoe Kenny,ENG,DF,24,1997,15,11,1018,11.3,0,1,1,0,0,0,3,1,0.0,0.09,0.09,0.0,0.09,2021-2022,standard
ENG-Premier League,2021,Everton,Jordan Pickford,ENG,GK,27,1994,35,35,3150,35.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Everton,Lewis Dobbin,ENG,"FW,MF",18,2003,3,0,32,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Everton,Lucas Digne,FRA,DF,28,1993,13,13,1170,13.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Everton,Mason Holgate,JAM,DF,24,1996,25,23,2134,23.7,2,1,3,2,0,0,7,1,0.08,0.04,0.13,0.08,0.13,2021-2022,standard
ENG-Premier League,2021,Everton,Michael Keane,ENG,DF,28,1993,32,31,2792,31.0,3,2,5,3,0,0,4,1,0.1,0.06,0.16,0.1,0.16,2021-2022,standard
ENG-Premier League,2021,Everton,Moise Kean,ITA,FW,21,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Everton,Richarlison,BRA,"FW,MF",24,1997,30,28,2523,28.0,10,5,15,7,3,3,9,0,0.36,0.18,0.54,0.25,0.43,2021-2022,standard
ENG-Premier League,2021,Everton,Salomón Rondón,VEN,FW,31,1989,20,8,790,8.8,1,1,2,1,0,0,3,1,0.11,0.11,0.23,0.11,0.23,2021-2022,standard
ENG-Premier League,2021,Everton,Séamus Coleman,IRL,"DF,MF",32,1988,30,30,2656,29.5,1,0,1,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03,2021-2022,standard
ENG-Premier League,2021,Everton,Tom Davies,ENG,MF,23,1998,6,2,234,2.6,1,0,1,1,0,0,1,0,0.38,0.0,0.38,0.38,0.38,2021-2022,standard
ENG-Premier League,2021,Everton,Tyler Onyango,ENG,MF,18,2003,3,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Everton,Vitaliy Mykolenko,UKR,"DF,MF",22,1999,13,12,1055,11.7,1,0,1,1,0,0,0,0,0.09,0.0,0.09,0.09,0.09,2021-2022,standard
ENG-Premier League,2021,Everton,Yerry Mina,COL,DF,26,1994,13,11,846,9.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leeds United,Adam Forshaw,ENG,MF,29,1991,22,17,1530,17.0,0,1,1,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06,2021-2022,standard
ENG-Premier League,2021,Leeds United,Charlie Cresswell,ENG,DF,18,2002,5,1,141,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leeds United,Cody Drameh,ENG,DF,19,2001,3,1,128,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leeds United,Crysencio Summerville,NED,"FW,MF",19,2001,6,0,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leeds United,Daniel James,WAL,"FW,MF",23,1997,32,29,2366,26.3,4,4,8,4,0,0,7,1,0.15,0.15,0.3,0.15,0.3,2021-2022,standard
ENG-Premier League,2021,Leeds United,Diego Llorente,ESP,DF,27,1993,28,28,2340,26.0,3,0,3,3,0,0,7,0,0.12,0.0,0.12,0.12,0.12,2021-2022,standard
ENG-Premier League,2021,Leeds United,Hélder Costa,ANG,"FW,MF",27,1994,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leeds United,Illan Meslier,FRA,GK,21,2000,38,38,3384,37.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leeds United,Jack Harrison,ENG,MF,24,1996,35,32,2639,29.3,8,1,9,8,0,0,3,0,0.27,0.03,0.31,0.27,0.31,2021-2022,standard
ENG-Premier League,2021,Leeds United,Jamie Shackleton,ENG,"DF,MF",21,1999,14,7,709,7.9,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leeds United,Joe Gelhardt,ENG,FW,19,2002,20,5,746,8.3,2,2,4,2,0,0,4,0,0.24,0.24,0.48,0.24,0.48,2021-2022,standard
ENG-Premier League,2021,Leeds United,Junior Firpo,DOM,"DF,MF",24,1996,24,19,1711,19.0,0,2,2,0,0,0,11,0,0.0,0.11,0.11,0.0,0.11,2021-2022,standard
ENG-Premier League,2021,Leeds United,Kalvin Phillips,ENG,MF,25,1995,20,18,1596,17.7,0,1,1,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06,2021-2022,standard
ENG-Premier League,2021,Leeds United,Kristoffer Klaesson,NOR,GK,20,2000,1,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leeds United,Leo Fuhr Hjelde,NOR,DF,17,2003,2,0,150,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leeds United,Lewis Bate,ENG,MF,18,2002,3,1,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leeds United,Liam Cooper,SCO,DF,29,1991,21,21,1814,20.2,0,1,1,0,0,0,5,0,0.0,0.05,0.05,0.0,0.05,2021-2022,standard
ENG-Premier League,2021,Leeds United,Liam McCarron,SCO,DF,20,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leeds United,Luke Ayling,ENG,DF,29,1991,26,26,2272,25.2,2,2,4,2,0,0,4,1,0.08,0.08,0.16,0.08,0.16,2021-2022,standard
ENG-Premier League,2021,Leeds United,Mateusz Klich,POL,MF,31,1990,33,26,2073,23.0,1,2,3,1,0,0,5,0,0.04,0.09,0.13,0.04,0.13,2021-2022,standard
ENG-Premier League,2021,Leeds United,Pascal Struijk,NED,DF,21,1999,29,22,2055,22.8,1,0,1,1,0,0,6,1,0.04,0.0,0.04,0.04,0.04,2021-2022,standard
ENG-Premier League,2021,Leeds United,Patrick Bamford,ENG,FW,27,1993,9,7,559,6.2,2,2,4,2,0,0,2,0,0.32,0.32,0.64,0.32,0.64,2021-2022,standard
ENG-Premier League,2021,Leeds United,Raphinha,BRA,"MF,FW",24,1996,35,34,2915,32.4,11,3,14,7,4,4,7,0,0.34,0.09,0.43,0.22,0.31,2021-2022,standard
ENG-Premier League,2021,Leeds United,Robin Koch,GER,"MF,DF",25,1996,20,17,1574,17.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leeds United,Rodrigo,ESP,"MF,FW",30,1991,31,27,2265,25.2,6,1,7,5,1,1,9,0,0.24,0.04,0.28,0.2,0.24,2021-2022,standard
ENG-Premier League,2021,Leeds United,Sam Greenwood,ENG,MF,19,2002,7,1,237,2.6,0,2,2,0,0,0,0,0,0.0,0.76,0.76,0.0,0.76,2021-2022,standard
ENG-Premier League,2021,Leeds United,Stuart Dallas,NIR,"DF,MF",30,1991,34,34,2919,32.4,1,1,2,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,2021-2022,standard
ENG-Premier League,2021,Leeds United,Stuart McKinstry,SCO,MF,18,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leeds United,Tyler Roberts,WAL,"MF,FW",22,1999,23,7,987,11.0,1,1,2,1,0,0,5,0,0.09,0.09,0.18,0.09,0.18,2021-2022,standard
ENG-Premier League,2021,Leicester City,Ademola Lookman,NGA,"MF,FW",23,1997,26,16,1453,16.1,6,0,6,6,0,0,2,0,0.37,0.0,0.37,0.37,0.37,2021-2022,standard
ENG-Premier League,2021,Leicester City,Ayoze Pérez,ESP,MF,28,1993,14,6,445,4.9,2,3,5,2,0,0,0,1,0.4,0.61,1.01,0.4,1.01,2021-2022,standard
ENG-Premier League,2021,Leicester City,Boubakary Soumaré,FRA,MF,22,1999,19,12,1102,12.2,0,1,1,0,0,0,0,0,0.0,0.08,0.08,0.0,0.08,2021-2022,standard
ENG-Premier League,2021,Leicester City,Daniel Amartey,GHA,DF,26,1994,28,23,2123,23.6,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leicester City,Danny Ward,WAL,GK,28,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leicester City,Hamza Choudhury,BAN,"MF,DF",23,1997,6,4,285,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leicester City,Harvey Barnes,ENG,"MF,FW",23,1997,32,24,2101,23.3,6,10,16,6,0,0,2,0,0.26,0.43,0.69,0.26,0.69,2021-2022,standard
ENG-Premier League,2021,Leicester City,James Justin,ENG,DF,23,1998,13,11,998,11.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leicester City,James Maddison,ENG,"MF,FW",24,1996,35,28,2459,27.3,12,8,20,12,0,0,3,0,0.44,0.29,0.73,0.44,0.73,2021-2022,standard
ENG-Premier League,2021,Leicester City,Jamie Vardy,ENG,FW,34,1987,25,20,1806,20.1,15,2,17,15,0,0,2,0,0.75,0.1,0.85,0.75,0.85,2021-2022,standard
ENG-Premier League,2021,Leicester City,Jannik Vestergaard,DEN,DF,28,1992,10,6,567,6.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leicester City,Jonny Evans,NIR,DF,33,1988,18,16,1348,15.0,1,1,2,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13,2021-2022,standard
ENG-Premier League,2021,Leicester City,Kasey McAteer,IRL,MF,19,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leicester City,Kasper Schmeichel,DEN,GK,34,1986,37,37,3330,37.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leicester City,Kelechi Iheanacho,NGA,FW,24,1996,26,13,1264,14.0,4,5,9,4,0,0,1,0,0.28,0.36,0.64,0.28,0.64,2021-2022,standard
ENG-Premier League,2021,Leicester City,Kiernan Dewsbury-Hall,ENG,MF,22,1998,28,23,2105,23.4,1,2,3,1,0,0,4,0,0.04,0.09,0.13,0.04,0.13,2021-2022,standard
ENG-Premier League,2021,Leicester City,Lewis Brunt,ENG,"DF,MF",20,2000,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leicester City,Luke Thomas,ENG,"DF,MF",20,2001,22,21,1912,21.2,0,1,1,0,0,0,2,0,0.0,0.05,0.05,0.0,0.05,2021-2022,standard
ENG-Premier League,2021,Leicester City,Marc Albrighton,ENG,"MF,FW",31,1989,17,11,1132,12.6,1,2,3,1,0,0,3,0,0.08,0.16,0.24,0.08,0.24,2021-2022,standard
ENG-Premier League,2021,Leicester City,Nampalys Mendy,SEN,MF,29,1992,14,12,1032,11.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leicester City,Patson Daka,ZAM,FW,22,1998,23,13,1159,12.9,5,3,8,5,0,0,2,0,0.39,0.23,0.62,0.39,0.62,2021-2022,standard
ENG-Premier League,2021,Leicester City,Ricardo Pereira,POR,"DF,MF",27,1993,14,13,991,11.0,1,3,4,1,0,0,3,0,0.09,0.27,0.36,0.09,0.36,2021-2022,standard
ENG-Premier League,2021,Leicester City,Ryan Bertrand,ENG,DF,31,1989,4,4,337,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leicester City,Timothy Castagne,BEL,"DF,MF",25,1995,27,22,2127,23.6,1,0,1,1,0,0,1,0,0.04,0.0,0.04,0.04,0.04,2021-2022,standard
ENG-Premier League,2021,Leicester City,Wesley Fofana,FRA,DF,20,2000,7,7,630,7.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leicester City,Wilfred Ndidi,NGA,"MF,DF",24,1996,19,18,1618,18.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Leicester City,Youri Tielemans,BEL,MF,24,1997,32,29,2631,29.2,6,4,10,4,2,2,3,0,0.21,0.14,0.34,0.14,0.27,2021-2022,standard
ENG-Premier League,2021,Leicester City,Çağlar Söyüncü,TUR,DF,25,1996,28,28,2497,27.7,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,2021-2022,standard
ENG-Premier League,2021,Liverpool,Alex Oxlade-Chamberlain,ENG,"MF,FW",27,1993,17,9,785,8.7,2,1,3,2,0,0,0,0,0.23,0.11,0.34,0.23,0.34,2021-2022,standard
ENG-Premier League,2021,Liverpool,Alisson,BRA,GK,28,1992,36,36,3240,36.0,0,1,1,0,0,0,0,0,0.0,0.03,0.03,0.0,0.03,2021-2022,standard
ENG-Premier League,2021,Liverpool,Andy Robertson,SCO,DF,27,1994,29,29,2537,28.2,3,10,13,3,0,0,5,1,0.11,0.35,0.46,0.11,0.46,2021-2022,standard
ENG-Premier League,2021,Liverpool,Caoimhín Kelleher,IRL,GK,22,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Liverpool,Curtis Jones,ENG,MF,20,2001,15,10,851,9.5,1,1,2,1,0,0,0,0,0.11,0.11,0.21,0.11,0.21,2021-2022,standard
ENG-Premier League,2021,Liverpool,Diogo Jota,POR,FW,24,1996,35,27,2364,26.3,15,4,19,15,0,0,3,0,0.57,0.15,0.72,0.57,0.72,2021-2022,standard
ENG-Premier League,2021,Liverpool,Divock Origi,BEL,"FW,MF",26,1995,7,0,133,1.5,3,0,3,3,0,0,0,0,2.03,0.0,2.03,2.03,2.03,2021-2022,standard
ENG-Premier League,2021,Liverpool,Fabinho,BRA,MF,27,1993,29,26,2314,25.7,5,1,6,3,2,2,7,0,0.19,0.04,0.23,0.12,0.16,2021-2022,standard
ENG-Premier League,2021,Liverpool,Harvey Elliott,ENG,MF,18,2003,6,4,346,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
